CustomerID,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Monthly_Charges_bin,Total_Charges_bin,Tenure_Months_bin
9350-ZXYJC,La Crescenta,91214,Female,Young,0,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,0,63,3808,Low,Low,3-6
8958-JPTRR,Calabasas,91302,Female,Young,1,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,0,33,5052,Low,Mid,+25
6959-GQEGV,Canoga Park,91303,Male,Young,0,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,0,28,2185,High,High,+25
3173-WSSUE,Canoga Park,91304,Female,Young,1,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,0,52,5921,Low,Mid,+25
1265-HVPZB,Winnetka,91306,Male,Young,1,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,0,64,6432,Mid,High,+25
4115-UMJFQ,West Hills,91307,Male,Young,0,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,0,32,4043,Mid,Mid,+25
7369-TRPFD,Chatsworth,91311,Male,Young,0,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,0,43,2916,Low,Low,12-24
1098-KFQEC,Encino,91316,Female,Young,1,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,0,23,5366,Low,Mid,+25
7190-XHTWJ,Newbury Park,91320,Female,Young,0,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,0,32,4705,Low,Mid,+25
3537-RYBHH,Northridge,91324,Female,Senior,1,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,0,67,4074,Mid,High,+25
5296-BFCYD,San Fernando,91340,Male,Young,1,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,0,24,3392,Low,Mid,+25
9359-JANWS,North Hills,91343,Female,Young,1,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,0,50,5657,Mid,High,+25
3279-DYZQM,Santa Clarita,91350,Male,Young,1,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,0,63,5497,Low,Mid,+25
0523-VNGTF,Sun Valley,91352,Female,Senior,0,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,0,70,5185,Mid,Mid,+25
9575-IWCAZ,Valencia,91354,Male,Young,1,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,0,31,5161,Low,Low,3-6
7105-MXJLL,Valencia,91355,Female,Senior,1,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,0,68,2502,Mid,Mid,+25
7064-FRRSW,Tarzana,91356,Male,Senior,0,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,4744.35,0,78,3061,Very High,High,+25
7940-UQQUG,Thousand Oaks,91360,Female,Young,1,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,0,33,5133,Very High,High,+25
3961-SXAXY,Thousand Oaks,91362,Male,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,0,54,5925,Mid,Low,0-3
7010-BRBUU,Woodland Hills,91364,Male,Young,1,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,0,23,4264,Low,Mid,+25
3566-HJGPK,Woodland Hills,91367,Male,Young,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,0,31,3173,Mid,Low,0-3
3062-ICYZQ,Oak Park,91377,Female,Young,1,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,0,20,5457,Very High,High,+25
9938-PRCVK,Stevenson Ranch,91381,Female,Young,1,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,0,52,2902,Low,Mid,+25
0973-KYVNF,Castaic,91384,Female,Young,1,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,0,75,5176,High,High,+25
5129-HHMZC,Van Nuys,91401,Female,Young,1,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,0,53,3110,High,High,+25
9637-CDTKZ,Panorama City,91402,Male,Young,1,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,0,61,4965,Very High,High,+25
3946-JEWRQ,Sherman Oaks,91403,Male,Young,1,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563.0,0,72,4977,Very High,High,+25
7873-CVMAW,Van Nuys,91405,Male,Young,0,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,0,32,6468,High,High,+25
0463-WZZKO,Van Nuys,91406,Male,Young,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0,30,2406,Low,Low,0-3
4524-QCSSM,Encino,91436,Male,Young,0,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,0,33,4512,Mid,Mid,+25
5832-EXGTT,Burbank,91501,Male,Young,1,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,0,76,5517,Mid,Mid,+25
2039-JONDJ,Burbank,91504,Male,Young,0,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,0,80,3616,Mid,Mid,+25
7217-JYHOQ,Burbank,91505,Male,Young,1,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,0,56,3359,Mid,Mid,12-24
6695-FRVEC,Burbank,91506,Male,Young,1,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,0,73,5356,Mid,High,+25
9894-QMIMJ,North Hollywood,91602,Female,Young,0,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,0,20,2499,Mid,Mid,12-24
8069-YQQAJ,Studio City,91604,Male,Young,0,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,0,55,3448,Low,Low,12-24
1636-NTNCO,Valley Village,91607,Male,Senior,0,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,0,33,2104,Mid,Low,3-6
3466-WAESX,Rancho Cucamonga,91701,Male,Young,0,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,0,71,5172,Mid,Mid,12-24
9281-PKKZE,Azusa,91702,Female,Young,1,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,0,47,4818,Mid,Mid,+25
3638-VBZTA,Baldwin Park,91706,Male,Young,0,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,0,45,4280,High,High,+25
7459-IMVYU,Chino Hills,91709,Male,Young,0,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,0,39,5858,Mid,Mid,+25
8563-OYMQY,Covina,91722,Male,Young,0,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0,23,5687,Very High,Mid,12-24
0754-EEBDC,Covina,91723,Male,Young,1,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,0,74,2347,Low,Low,3-6
5777-ZPQNC,Covina,91724,Female,Young,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,0,38,4628,Low,Low,6-12
1951-IEYXM,Rancho Cucamonga,91730,Male,Young,1,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,0,73,4528,Very High,High,+25
3318-NMQXL,El Monte,91731,Male,Young,0,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,0,42,4345,Very High,Low,0-3
1022-RKXDR,South El Monte,91733,Female,Young,0,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,0,42,3089,Low,Mid,+25
2361-FJWNO,Rancho Cucamonga,91737,Male,Young,0,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36.0,1382.9,0,38,5323,Mid,Mid,+25
2272-UOINI,Rancho Cucamonga,91739,Female,Young,0,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,0,47,3601,High,Low,6-12
8232-UTFOZ,Glendora,91740,Male,Young,0,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,0,59,4328,Low,Mid,+25
3750-YHRYO,Glendora,91741,Male,Young,1,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,0,27,2874,Low,Low,6-12
6637-KYRCV,La Puente,91744,Female,Young,1,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,0,27,5973,Low,Low,3-6
5668-MEISB,Hacienda Heights,91745,Female,Young,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,0,34,5146,Very High,High,+25
0129-QMPDR,La Puente,91746,Male,Young,1,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,0,59,3093,Low,Mid,+25
7188-CBBBA,Rowland Heights,91748,Female,Young,0,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,0,35,6153,Very High,High,+25
5356-CSVSQ,La Verne,91750,Female,Young,0,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,0,24,5277,Mid,Low,0-3
3221-CJMSG,Mira Loma,91752,Male,Young,0,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,0,23,2515,Mid,Mid,12-24
3219-JQRSL,Monterey Park,91755,Female,Senior,1,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,0,39,4627,High,High,+25
2801-NISEI,Mt Baldy,91759,Male,Young,0,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,0,55,3407,Mid,Mid,12-24
4623-ZKHLY,Ontario,91762,Male,Young,1,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0,28,3727,Low,Low,12-24
6732-VAILE,Montclair,91763,Male,Young,1,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,0,60,6354,High,High,+25
8201-AAXCB,Ontario,91764,Male,Young,1,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,0,75,3192,Mid,Mid,+25
7696-CFTAT,Diamond Bar,91765,Male,Young,1,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,0,28,2745,Low,Mid,+25
1845-CSBRZ,Pomona,91766,Female,Senior,1,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,0,49,2656,High,Mid,12-24
2123-VSCOT,Pomona,91767,Female,Young,1,No,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,0,52,6225,High,High,+25
2018-QKYGT,San Gabriel,91775,Male,Young,1,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,0,27,4396,High,Low,0-3
2792-VPPET,San Gabriel,91776,Male,Young,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,0,35,5296,Low,Low,0-3
7409-JURKQ,Temple City,91780,Female,Young,1,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,0,28,5713,Very High,High,+25
3247-MHJKM,Upland,91784,Male,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,72,3586,Low,Low,0-3
1964-SVLEA,Upland,91786,Male,Young,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,0,80,2860,Low,Low,12-24
7297-DVYGA,West Covina,91790,Female,Young,0,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,0,65,5089,Low,Mid,+25
2239-CGBUZ,West Covina,91791,Female,Young,1,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,0,63,4207,Mid,High,+25
0854-UYHZD,West Covina,91792,Female,Young,1,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,0,55,2816,Low,Low,12-24
7243-LCGGZ,Alhambra,91801,Female,Young,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0,72,3901,Low,Low,0-3
8267-KFGYD,Alhambra,91803,Male,Young,0,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,0,32,3389,Low,Low,0-3
4890-VMUAV,Alpine,91901,Male,Young,0,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,0,36,5342,High,High,+25
9261-WDCAF,Bonita,91902,Male,Young,0,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,0,34,2168,Mid,Low,0-3
3764-MNMOI,Boulevard,91905,Male,Young,0,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,0,54,2776,Low,Mid,+25
7442-YGZFK,Campo,91906,Male,Young,0,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,79,4796,Mid,Low,0-3
8229-BUJHX,Chula Vista,91911,Female,Young,1,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,0,62,4941,Low,Mid,+25
7449-HVPIV,Chula Vista,91913,Male,Young,1,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,0,44,4603,Very High,High,+25
5504-WSIUR,Chula Vista,91914,Female,Young,0,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,0,33,5327,Very High,High,+25
8466-PZBLH,Descanso,91916,Male,Young,1,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,0,56,4743,Very High,High,+25
8735-IJJEG,Guatay,91931,Male,Young,1,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,0,48,4253,Mid,Low,12-24
0564-MUUQK,Imperial Beach,91932,Female,Young,1,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,0,73,3186,Very High,Mid,12-24
0701-RFGFI,La Mesa,91941,Female,Young,1,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,0,41,6136,Very High,High,+25
0019-EFAEP,La Mesa,91942,Female,Young,0,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,0,53,5513,Very High,High,+25
5619-PTMIK,Lemon Grove,91945,Female,Young,1,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,0,72,3358,Mid,Mid,+25
3737-XBQDD,Mount Laguna,91948,Male,Young,0,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,0,23,2941,High,Mid,12-24
5882-CMAZQ,National City,91950,Female,Young,1,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,0,21,5100,Low,Low,3-6
5846-QFDFI,Pine Valley,91962,Female,Young,1,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,0,78,3648,High,High,+25
4445-KWOKW,Potrero,91963,Female,Young,0,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,0,55,5988,Mid,Mid,+25
3511-APPBJ,Spring Valley,91977,Male,Young,0,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,0,62,3515,Very High,Mid,12-24
7967-HYCDE,Spring Valley,91978,Male,Young,0,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,0,27,4946,High,Low,6-12
2430-RRYUW,Tecate,91980,Male,Young,0,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,0,20,4621,Mid,High,+25
3723-BFBGR,Borrego Springs,92004,Male,Senior,0,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,0,25,4330,Mid,Mid,12-24
5447-WZAFP,Carlsbad,92008,Female,Young,0,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,0,71,5377,Very High,High,+25
5110-CHOPY,Carlsbad,92009,Female,Young,0,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,0,39,4173,Mid,High,+25
4425-OWHWB,El Cajon,92019,Female,Young,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,0,77,5811,Low,Low,12-24
7892-QVYKW,El Cajon,92020,Female,Young,1,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,0,25,3513,High,Mid,12-24
9675-ICXCT,El Cajon,92021,Male,Young,1,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,0,75,4689,High,High,+25
4703-MQYKT,Escondido,92025,Male,Young,0,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,0,22,4562,Low,Low,12-24
5692-ICXLW,Escondido,92027,Male,Senior,0,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,0,60,3493,Very High,High,+25
0602-DDUML,Fallbrook,92028,Female,Young,0,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,0,38,4487,Mid,High,+25
2208-MPXIO,Escondido,92029,Female,Young,1,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,0,71,5169,Low,Mid,+25
1960-UYCNN,Julian,92036,Male,Young,0,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,0,23,4810,Very High,Mid,6-12
3190-FZATL,Lakeside,92040,Male,Young,0,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,0,71,5770,Low,Low,12-24
7336-RLLRH,Oceanside,92054,Male,Young,1,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,0,51,4732,High,Mid,+25
7710-JSYOA,Pala,92059,Female,Young,1,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,0,45,5205,Very High,High,+25
9885-MFVSU,Poway,92064,Female,Young,1,No,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,0,46,4577,Mid,Mid,+25
0607-MVMGC,Ranchita,92066,Male,Young,1,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,0,63,2595,High,High,+25
3365-SAIGS,Rancho Santa Fe,92067,Female,Young,0,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,0,59,5564,High,Mid,12-24
8022-BECSI,Santa Ysabel,92070,Male,Young,0,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,0,37,2203,Low,Low,12-24
9993-LHIEB,Solana Beach,92075,Male,Young,1,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,0,59,4792,Mid,High,+25
0266-CLZKZ,San Marcos,92078,Female,Young,1,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0,59,6383,Very High,High,+25
7020-OZKXZ,Vista,92084,Female,Senior,0,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,0,30,3021,High,Low,6-12
3977-QCRSL,Warner Springs,92086,Female,Young,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,0,66,5020,Low,Low,3-6
0017-DINOC,Rancho Santa Fe,92091,Male,Young,0,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,0,54,5435,Mid,Mid,+25
7639-OPLNG,San Diego,92107,Male,Young,1,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,0,27,5085,High,High,+25
1492-QGCLU,San Diego,92109,Male,Young,1,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,0,36,5957,High,High,+25
7328-OWMOM,San Diego,92111,Female,Young,0,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,0,30,3086,Low,Low,+25
4418-LZMSV,San Diego,92113,Male,Young,1,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0,47,4749,Mid,Mid,12-24
5155-AZQPB,San Diego,92114,Female,Young,1,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,0,74,5250,Mid,Mid,+25
1087-GRUYI,San Diego,92116,Male,Young,1,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,0,65,3756,Low,Mid,+25
2546-KZAAT,San Diego,92119,Male,Young,1,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,0,59,5211,High,High,+25
0181-RITDD,San Diego,92120,Male,Young,1,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,0,43,5298,Very High,High,+25
5989-PGKJB,San Diego,92121,Female,Young,0,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,0,65,3511,High,Mid,12-24
8272-ONJLV,San Diego,92123,Male,Young,0,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,0,41,5527,Very High,Mid,6-12
1488-PBLJN,San Diego,92124,Female,Young,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,0,33,4055,Very High,High,+25
0308-GIQJT,San Diego,92126,Male,Senior,0,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,0,54,4921,Very High,High,+25
3778-FOAQW,San Diego,92127,Female,Young,1,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,0,39,3573,Low,Low,12-24
